,URL,DOI,Mechanism,Subject,Predicate,Object
264,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-020-02236-2/MediaObjects/12035_2020_2236_Fig2_HTML.png,https://doi.org/10.1007/s12035-020-02236-2,MAS,MAS,results_in,systemic_inflammation_and_sepsis
265,https://media.springernature.com/lw685/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig3_HTML.png,https://doi.org/10.1038/s12276-022-00755-7,CNS_Infiltration,SARS-CoV-2,enters,CNS
266,https://media.springernature.com/lw685/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig3_HTML.png,https://doi.org/10.1038/s12276-022-00755-7,CNS_Infiltration,CNS,contains,blood_brain_barrier
267,https://media.springernature.com/lw685/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig3_HTML.png,https://doi.org/10.1038/s12276-022-00755-7,CNS_Infiltration,blood_brain_barrier,is_crossed_by,SARS-CoV-2
268,https://media.springernature.com/lw685/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig3_HTML.png,https://doi.org/10.1038/s12276-022-00755-7,TLR2_Microglia_Activation,SARS-CoV-2,activates,TLR2_on_resting_microglia
269,https://media.springernature.com/lw685/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig3_HTML.png,https://doi.org/10.1038/s12276-022-00755-7,TLR2_Microglia_Activation,TLR2_activation,transforms,resting_microglia_into_reactive_microglia
270,https://media.springernature.com/lw685/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig3_HTML.png,https://doi.org/10.1038/s12276-022-00755-7,TLR2_Microglia_Activation,reactive_microglia,produce,neuroinflammation
271,https://media.springernature.com/lw685/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig3_HTML.png,https://doi.org/10.1038/s12276-022-00755-7,TLR2_Microglia_Activation,neuroinflammation,leads_to,neurodegeneration
272,https://media.springernature.com/lw685/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig3_HTML.png,https://doi.org/10.1038/s12276-022-00755-7,Autophagy_Impairment_and_Protein_Deposition,SARS-CoV-2,activates,TLR2_on_neurons
273,https://media.springernature.com/lw685/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig3_HTML.png,https://doi.org/10.1038/s12276-022-00755-7,Autophagy_Impairment_and_Protein_Deposition,TLR2_activation,causes,autophagy_impairment_and_protein_deposition
274,https://media.springernature.com/lw685/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig3_HTML.png,https://doi.org/10.1038/s12276-022-00755-7,Autophagy_Impairment_and_Protein_Deposition,α-syn,deposits_in,neurons
275,https://media.springernature.com/lw685/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig3_HTML.png,https://doi.org/10.1038/s12276-022-00755-7,Autophagy_Impairment_and_Protein_Deposition,Aβ,deposits_in,neurons
276,https://media.springernature.com/lw685/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig3_HTML.png,https://doi.org/10.1038/s12276-022-00755-7,Autophagy_Impairment_and_Protein_Deposition,autophagy_impairment_and_protein_deposition,leads_to,neurodegeneration
277,https://media.springernature.com/lw685/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig3_HTML.png,https://doi.org/10.1038/s12276-022-00755-7,Vascular_Degeneration,SARS-CoV-2,causes,vascular_degeneration
278,https://media.springernature.com/lw685/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig3_HTML.png,https://doi.org/10.1038/s12276-022-00755-7,Vascular_Degeneration,vascular_degeneration,leads_to,neuroinflammation
279,https://media.springernature.com/lw685/springer-static/image/art%3A10.1038%2Fs12276-022-00755-7/MediaObjects/12276_2022_755_Fig3_HTML.png,https://doi.org/10.1038/s12276-022-00755-7,Vascular_Degeneration,neuroinflammation,leads_to,neurodegeneration
280,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Vascular_Damage,SARS-CoV-2_infection,causes,vascular_damage
281,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Vascular_Damage,Vascular_damage,occurs_in,CNS
282,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Vascular_Damage,Vascular_damage,affects,blood_vessels
283,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Systemic_Inflammation,SARS-CoV-2_infection,causes,systemic_inflammation
284,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Systemic_Inflammation,Systemic_inflammation,occurs_in,periphery
285,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Systemic_Inflammation,Systemic_inflammation,affects,multiple_organs
286,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Systemic_Inflammation,Systemic_inflammation,involves,immune_cells
287,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Systemic_Inflammation,Systemic_inflammation,stimulates,cytokine_production
288,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Neuroinvasion,SARS-CoV-2_infection,causes,neuroinvasion
289,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Neuroinvasion,Neuroinvasion,occurs_in,CNS
290,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Neuroinvasion,Neuroinvasion,affects,neurons
291,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Neuroinvasion,Neuroinvasion,involves,SARS-CoV-2
292,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Neuroinvasion,Neuroinvasion,causes,microglia_activation
293,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Microglia_Activation,Neuroinvasion,causes,microglia_activation
294,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Microglia_Activation,Microglia_activation,occurs_in,CNS
295,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Microglia_Activation,Microglia_activation,affects,microglia
296,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Microglia_Activation,Microglia_activation,involves,cytokines
297,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,T_Cell_Infiltration,Systemic_inflammation,causes,T_cell_infiltration
298,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,T_Cell_Infiltration,T_cell_infiltration,occurs_in,CNS
299,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,T_Cell_Infiltration,T_cell_infiltration,affects,T_cells
300,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Alpha-synuclein_Upregulation,SARS-CoV-2_infection,causes,alpha-synuclein_upregulation
301,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Alpha-synuclein_Upregulation,Alpha-synuclein_upregulation,occurs_in,CNS
302,https://scx2.b-cdn.net/gfx/news/hires/2020/14-covid19infec.jpg,http://dx.doi.org/10.1016/j.tins.2020.10.009,Alpha-synuclein_Upregulation,Alpha-synuclein_upregulation,affects,neurons
303,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Microglia_Activation,SARS-CoV-2,binds,ACE2_expression
304,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Microglia_Activation,SARS-CoV-2,downregulates,ACE2_expression
305,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Microglia_Activation,ACE2_expression,mediates,microglia_activation
306,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Microglia_Activation,Microglia_activation,induces,NLRP3
307,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Microglia_Activation,NLRP3,activates,NLRP3_inflammasome
308,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Microglia_Activation,NLRP3_inflammasome,releases,proinflammatory_cytokines
309,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Microglia_Activation,Proinflammatory_cytokines,cause,neurodegeneration
310,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Astrocyte_Activation,SARS-CoV-2,binds,ACE2_expression
311,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Astrocyte_Activation,SARS-CoV-2,downregulates,ACE2_expression
312,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Astrocyte_Activation,ACE2_expression,mediates,astrocyte_activation
313,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Astrocyte_Activation,Ang_(1-7),decreases,MasR
314,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Astrocyte_Activation,MasR,reduces,NLRP3_inflammasome_activation
315,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Astrocyte_Activation,NLRP3_inflammasome,releases,proinflammatory_cytokines
316,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Astrocyte_Activation,Proinflammatory_cytokines,cause,neurodegeneration
317,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Angiotensin_Signaling,Ang_II,upregulates,AT1R
318,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Angiotensin_Signaling,AT1R,induces,NLRP3
319,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Angiotensin_Signaling,NLRP3,activates,NLRP3_inflammasome
320,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Angiotensin_Signaling,NLRP3_inflammasome,releases,proinflammatory_cytokines
321,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,Angiotensin_Signaling,Proinflammatory_cytokines,cause,neurodegeneration
322,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,AD_Pathogenesis,Microglia_activation,induces,NLRP3
323,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,AD_Pathogenesis,NLRP3,activates,NLRP3_inflammasome
324,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,AD_Pathogenesis,NLRP3_inflammasome,releases,proinflammatory_cytokines
325,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,AD_Pathogenesis,Proinflammatory_cytokines,cause,neurodegeneration
326,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,AD_Pathogenesis,Neurodegeneration,accumulates,Aβ
327,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,AD_Pathogenesis,Neurodegeneration,phosphorylates,Tau
328,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png,https://doi.org/10.1186/s40035-022-00316-y,AD_Pathogenesis,Aβ_and_Tau_accumulation,lead_to,AD
329,https://pub.mdpi-res.com/brainsci/brainsci-12-00190/article_deploy/html/images/brainsci-12-00190-g001.png?1643523869,https://doi.org/10.3390/brainsci12020190,Direct_Infection_via_Olfactory_Pathway,SARS-CoV-2_entry,happens,in_Olfactory_bulb
330,https://pub.mdpi-res.com/brainsci/brainsci-12-00190/article_deploy/html/images/brainsci-12-00190-g001.png?1643523869,https://doi.org/10.3390/brainsci12020190,Direct_Infection_via_Olfactory_Pathway,SARS-CoV-2_entry,occurs_through,Cribriform_plate
331,https://pub.mdpi-res.com/brainsci/brainsci-12-00190/article_deploy/html/images/brainsci-12-00190-g001.png?1643523869,https://doi.org/10.3390/brainsci12020190,Direct_Infection_via_Olfactory_Pathway,SARS-CoV-2_infection,occurs_in,Neurons
332,https://pub.mdpi-res.com/brainsci/brainsci-12-00190/article_deploy/html/images/brainsci-12-00190-g001.png?1643523869,https://doi.org/10.3390/brainsci12020190,ACE2-mediated_Entry,SARS-CoV-2,interacts_with,ACE-2_and_entry-associated_proteases
333,https://pub.mdpi-res.com/brainsci/brainsci-12-00190/article_deploy/html/images/brainsci-12-00190-g001.png?1643523869,https://doi.org/10.3390/brainsci12020190,ACE2-mediated_Entry,ACE-2_and_entry-associated_proteases,are_present_on,Endothelial_cells
334,https://pub.mdpi-res.com/brainsci/brainsci-12-00190/article_deploy/html/images/brainsci-12-00190-g001.png?1643523869,https://doi.org/10.3390/brainsci12020190,ACE2-mediated_Entry,Cytokine_production,occurs_in,Endothelial_cells
335,https://pub.mdpi-res.com/brainsci/brainsci-12-00190/article_deploy/html/images/brainsci-12-00190-g001.png?1643523869,https://doi.org/10.3390/brainsci12020190,ACE2-mediated_Entry,Cytokine_production,involves,Mural_cells
336,https://pub.mdpi-res.com/brainsci/brainsci-12-00190/article_deploy/html/images/brainsci-12-00190-g001.png?1643523869,https://doi.org/10.3390/brainsci12020190,ACE2-mediated_Entry,Mural_cells,interact_with,Neurons
337,https://pub.mdpi-res.com/brainsci/brainsci-12-00190/article_deploy/html/images/brainsci-12-00190-g001.png?1643523869,https://doi.org/10.3390/brainsci12020190,Neuroinflammation,SARS-CoV-2_infection,activates,Microglia
338,https://pub.mdpi-res.com/brainsci/brainsci-12-00190/article_deploy/html/images/brainsci-12-00190-g001.png?1643523869,https://doi.org/10.3390/brainsci12020190,Neuroinflammation,Microglia,interact_with,Astrocytes
339,https://pub.mdpi-res.com/brainsci/brainsci-12-00190/article_deploy/html/images/brainsci-12-00190-g001.png?1643523869,https://doi.org/10.3390/brainsci12020190,Neuroinflammation,SARS-CoV-2_infection,triggers,Neuroinflammation
340,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Olfactory_epithelial_pathway,SARS-CoV-2,enters,olfactory_epithelium
341,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Olfactory_epithelial_pathway,SARS-CoV-2,infects,olfactory_neurons
342,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Blood-brain_barrier_pathway,SARS-CoV-2,crosses,blood-brain_barrier
343,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Blood-brain_barrier_pathway,SARS-CoV-2,infects,microglia
344,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Blood-brain_barrier_pathway,SARS-CoV-2,infects,astrocytes
345,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Blood-brain_barrier_pathway,SARS-CoV-2,infects,neurons
346,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Blood-brain_barrier_pathway,TNF,increases,blood-brain_barrier_permeability
347,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Blood-brain_barrier_pathway,Astrocytes,release,TNF
348,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Blood-brain_barrier_pathway,SARS-CoV-2,triggers,inflammatory_response
349,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Blood-brain_barrier_pathway,AB,form,in_brain
350,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Blood-brain_barrier_pathway,RNA,accumulates,in_brain
351,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Blood-brain_barrier_pathway,Neurons,release,AB
352,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Lateral_ventricles_and_choroid_plexus,SARS-CoV-2,infects,choroid_plexus
353,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Lateral_ventricles_and_choroid_plexus,SARS-CoV-2,damages,choroid_plexus
354,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Enteric_nervous_system,SARS-CoV-2,enters,enteric_nervous_system
355,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Enteric_nervous_system,SARS-CoV-2,infects,enterocytes
356,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Enteric_nervous_system,SARS-CoV-2,transverses,intestinal_barrier
357,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Enteric_nervous_system,Microbiota,modulates,immune_response
358,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Enteric_nervous_system,SARS-CoV-2,alters,gut_microbiota
359,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Corneal_epithelial_pathway,SARS-CoV-2,infects,conjunctiva
360,https://www.frontiersin.org/files/Articles/1367974/fneur-15-1367974-HTML-r1/image_m/fneur-15-1367974-g001.jpg,https://doi.org/10.3389/fneur.2024.1367974,Corneal_epithelial_pathway,SARS-CoV-2,enters,cornea
361,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png,https://doi.org/10.1007/s00415-020-10131-y,Neuronal_infection,SARS-CoV-2,causes,neuronal_infection
362,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png,https://doi.org/10.1007/s00415-020-10131-y,Olfactory_pathway_tropism,SARS-CoV-2,affects,olfactory_pathway
363,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png,https://doi.org/10.1007/s00415-020-10131-y,BBB_disruption,SARS-CoV-2,causes,BBB_disruption
364,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png,https://doi.org/10.1007/s00415-020-10131-y,Systemic_inflammation,SARS-CoV-2,triggers,systemic_inflammation
365,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png,https://doi.org/10.1007/s00415-020-10131-y,Lymphocytes_unbalance,SARS-CoV-2,causes,lymphocytes_unbalance
366,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs00415-020-10131-y/MediaObjects/415_2020_10131_Fig1_HTML.png,https://doi.org/10.1007/s00415-020-10131-y,Intestinal_colonization,SARS-CoV-2,causes,intestinal_colonization
367,https://pub.mdpi-res.com/jpm/jpm-12-00029/article_deploy/html/images/jpm-12-00029-g001.png?1641265178,https://doi.org/10.3390/jpm12010029,ACE2_Depletion,SARS-CoV-2_infection,causes,ACE2_depletion
368,https://pub.mdpi-res.com/jpm/jpm-12-00029/article_deploy/html/images/jpm-12-00029-g001.png?1641265178,https://doi.org/10.3390/jpm12010029,ACE2_Depletion,ACE2_depletion,disrupts,ACE_axis_imbalance
369,https://pub.mdpi-res.com/jpm/jpm-12-00029/article_deploy/html/images/jpm-12-00029-g001.png?1641265178,https://doi.org/10.3390/jpm12010029,ACE2_Depletion,ACE_axis_imbalance,increases,Ang_II
370,https://pub.mdpi-res.com/jpm/jpm-12-00029/article_deploy/html/images/jpm-12-00029-g001.png?1641265178,https://doi.org/10.3390/jpm12010029,ACE2_Depletion,ACE_axis_imbalance,decreases,Ang-(1-7)/BDNF
371,https://pub.mdpi-res.com/jpm/jpm-12-00029/article_deploy/html/images/jpm-12-00029-g001.png?1641265178,https://doi.org/10.3390/jpm12010029,ACE2_Depletion,ACE_axis_imbalance,leads_to,Neuroinflammation
372,https://pub.mdpi-res.com/jpm/jpm-12-00029/article_deploy/html/images/jpm-12-00029-g001.png?1641265178,https://doi.org/10.3390/jpm12010029,ACE2_Depletion,Neuroinflammation,leads_to,Neurodegeneration
373,https://pub.mdpi-res.com/jpm/jpm-12-00029/article_deploy/html/images/jpm-12-00029-g001.png?1641265178,https://doi.org/10.3390/jpm12010029,ACE2_Depletion,Ang-(1-7)/BDNF,modulates,Aβ_deposition
374,https://pub.mdpi-res.com/jpm/jpm-12-00029/article_deploy/html/images/jpm-12-00029-g001.png?1641265178,https://doi.org/10.3390/jpm12010029,Oxidative_Stress,Aging,leads_to,ROS
375,https://pub.mdpi-res.com/jpm/jpm-12-00029/article_deploy/html/images/jpm-12-00029-g001.png?1641265178,https://doi.org/10.3390/jpm12010029,Oxidative_Stress,ROS,causes,Oxidative_stress
376,https://pub.mdpi-res.com/jpm/jpm-12-00029/article_deploy/html/images/jpm-12-00029-g001.png?1641265178,https://doi.org/10.3390/jpm12010029,Oxidative_Stress,Oxidative_stress,causes,Calcium_dysregulation
377,https://pub.mdpi-res.com/jpm/jpm-12-00029/article_deploy/html/images/jpm-12-00029-g001.png?1641265178,https://doi.org/10.3390/jpm12010029,Oxidative_Stress,Calcium_dysregulation,leads_to,Aβ_deposition
378,https://pub.mdpi-res.com/jpm/jpm-12-00029/article_deploy/html/images/jpm-12-00029-g001.png?1641265178,https://doi.org/10.3390/jpm12010029,Oxidative_Stress,Aβ_deposition,leads_to,Neuroinflammation
379,https://pub.mdpi-res.com/jpm/jpm-12-00029/article_deploy/html/images/jpm-12-00029-g001.png?1641265178,https://doi.org/10.3390/jpm12010029,Oxidative_Stress,Neuroinflammation,leads_to,Neurodegeneration
380,https://pub.mdpi-res.com/jpm/jpm-12-00029/article_deploy/html/images/jpm-12-00029-g001.png?1641265178,https://doi.org/10.3390/jpm12010029,Microglia_Activation,SARS-CoV-2_spike_S1,binds,Aβ_and_tau
381,https://pub.mdpi-res.com/jpm/jpm-12-00029/article_deploy/html/images/jpm-12-00029-g001.png?1641265178,https://doi.org/10.3390/jpm12010029,Microglia_Activation,Binding_of_Aβ_and_tau,initiates,Microglia_activation
