Source,Mechanism,TripleCount
LLM-fulltext,Auto-immune_Response,3
LLM-fulltext,Autoantibodies_Targeting_Brain_Proteins,2
LLM-fulltext,Autoantibody-mediated_Inflammatory_Response,4
LLM-fulltext,Autoantibody_Attack,1
LLM-fulltext,Autoantibody_Formation,2
LLM-fulltext,Autoantibody_Generation,29
LLM-fulltext,Autoantibody_Ingress,1
LLM-fulltext,Autoantibody_Mediated_Neurodegeneration,6
LLM-fulltext,Autoantibody_Production,6
LLM-fulltext,Autoantibody_Synthesis,2
LLM-fulltext,Autoantibody_synthesis,1
LLM-fulltext,Autoantigen_Alteration,1
LLM-fulltext,Autoimmune_Disease_Development,1
LLM-fulltext,Autoimmune_Inflammation,1
LLM-fulltext,Autoimmune_Mechanisms,7
LLM-fulltext,Autoimmune_Neurological_Syndromes,1
LLM-fulltext,Autoimmune_Phenomena,1
LLM-fulltext,Autoimmune_Reaction,13
LLM-fulltext,Autoimmune_Reactions,8
LLM-fulltext,Autoimmune_Response,26
LLM-fulltext,Autoimmunity,14
LLM-fulltext,Autoimmunity_and_EBV_Reactivation,3
LLM-fulltext,Autoimmunity_and_inflammation,2
LLM-fulltext,Autoinflammatory_Conditions,1
LLM-fulltext,Autonomic_Dysfunction,6
LLM-fulltext,Autonomic_Imbalance,1
LLM-fulltext,Autophagic_Process_Reduction,1
LLM-fulltext,Autophagy,1
LLM-fulltext,Autophagy_Deficiency,1
LLM-fulltext,Autophagy_Disruption,10
LLM-fulltext,Autophagy_Pathway_Disruption,17
LLM-fulltext,Axon_Degeneration,1
LLM-fulltext,Axonal/Neuronal_Damage,3
LLM-fulltext,Axonal_Damage,1
LLM-fulltext,Axonal_Degeneration_and_Myelin_Loss,1
LLM-fulltext,Axonal_Dissemination,9
LLM-fulltext,Axonal_Dysfunction,1
LLM-fulltext,Axonal_Transport,1
LLM-fulltext,Axonal_transport,1
LLM-fulltext,Aβ42_SARS-CoV-2_interaction,4
LLM-fulltext,Aβ_Accumulation,7
LLM-fulltext,Aβ_Burden,1
LLM-fulltext,Aβ_Deposition,2
LLM-fulltext,Aβ_accumulation,1
LLM-fulltext,B-cell_Activation,1
LLM-fulltext,B1R_Activation,11
LLM-fulltext,B1R_Signaling,1
LLM-fulltext,B1R_Signaling_Enhancement,1
LLM-fulltext,BBB_Breakage,1
LLM-fulltext,BBB_Breakdown,2
LLM-fulltext,BBB_Compromise,11
LLM-fulltext,BBB_Damage,3
LLM-fulltext,BBB_Destruction,1
LLM-fulltext,BBB_Deterioration,6
LLM-fulltext,BBB_Disruption,155
LLM-fulltext,BBB_Dysfunction,3
LLM-fulltext,BBB_Entry,1
LLM-fulltext,BBB_Function_Failure,1
LLM-fulltext,BBB_Impairment,2
LLM-fulltext,BBB_Impairment_as_Gateway,1
LLM-fulltext,BBB_Instability,1
LLM-fulltext,BBB_Integrity_Alteration,4
LLM-fulltext,BBB_Integrity_Compromise,1
LLM-fulltext,BBB_Integrity_Impairment,1
LLM-fulltext,BBB_Interruption,1
LLM-fulltext,BBB_Involvement,8
LLM-fulltext,BBB_Leakage,3
LLM-fulltext,BBB_Permeability,4
LLM-fulltext,BBB_Permeability_Increase,9
LLM-fulltext,BBB_SARS-CoV-2_Interactions,7
LLM-fulltext,BBB_Spread,1
LLM-fulltext,BBB_alteration,3
LLM-fulltext,BBB_and_brain_vasculature_impairment,1
LLM-fulltext,BBB_breach,1
LLM-fulltext,BBB_breakdown,1
LLM-fulltext,BBB_damage,1
LLM-fulltext,BBB_disruption,2
LLM-fulltext,BBB_disruption_in_AD,1
LLM-fulltext,BBB_dysfunction,12
LLM-fulltext,BBB_impairment,4
LLM-fulltext,BBB_infection,1
LLM-fulltext,BBB_penetration,1
LLM-fulltext,BBB_permeability,4
LLM-fulltext,BBB_permeability_alteration,1
LLM-fulltext,BBB_permeability_increase,1
LLM-fulltext,BCSFB_Permeability,1
LLM-fulltext,BDNF_Downregulation,2
LLM-fulltext,BDNF_level_alteration,1
LLM-fulltext,BMAL1/ARNTL_Dysfunction,3
LLM-fulltext,B_Cell_Overshooting,1
LLM-fulltext,B_lymphocyte_activation,1
LLM-fulltext,Barrier_Damage,3
LLM-fulltext,Beneficial_effects,1
LLM-fulltext,Beta-amyloid_Accumulation,1
LLM-fulltext,Binding_of_Coronavirus_Spike_Proteins,1
LLM-fulltext,Biomarkers_of_Alzheimer’s_Disease,1
LLM-fulltext,Blood-Brain_Barrier_Breakdown,1
LLM-fulltext,Blood-Brain_Barrier_Compromise,2
LLM-fulltext,Blood-Brain_Barrier_Crossing,1
LLM-fulltext,Blood-Brain_Barrier_Disruption,14
LLM-fulltext,Blood-Brain_Barrier_Dysfunction,4
LLM-fulltext,Blood-Brain_Barrier_Dysregulation,1
LLM-fulltext,Blood-Brain_Barrier_Impairment,3
LLM-fulltext,Blood-Brain_Barrier_Leakage,5
LLM-fulltext,Blood-CSF_Barrier_Disruption,3
LLM-fulltext,Blood_Brain_Barrier_Collapse,1
LLM-fulltext,Blood_Brain_Barrier_Damage,1
LLM-fulltext,Blood_Brain_Barrier_Disruption,9
LLM-fulltext,Blood_Brain_Barrier_Malfunction,2
LLM-fulltext,Blood_Circulation,1
LLM-fulltext,Blood_Coagulation,1
LLM-fulltext,Blood_Flow_Disruption,1
LLM-fulltext,Blood_Pressure_Elevation,1
LLM-fulltext,Blood_vessel_rupture,1
LLM-fulltext,Bloodstream_Circulation,1
LLM-fulltext,Bloodstream_Invasion,1
LLM-fulltext,Bloodstream_Pathway,3
LLM-fulltext,Bloodstream_Spread,1
LLM-fulltext,Blood–Brain_Barrier_Disruption,1
LLM-fulltext,Blood–Brain_Barrier_Dysfunction,1
LLM-fulltext,Blood–brain_barrier_impairment,1
LLM-fulltext,Bone_Marrow-Derived_Cell_Migration,2
LLM-fulltext,Boosting_of_pre-existing_neuroinflammatory_processes,1
LLM-fulltext,Bowman’s_Gland_Destruction,1
LLM-fulltext,Braak's_Hypothesis,1
LLM-fulltext,Brain_Atrophy,1
LLM-fulltext,Brain_Cell_Infection,1
LLM-fulltext,Brain_Cell_Swelling,1
LLM-fulltext,Brain_Damage,3
LLM-fulltext,Brain_Damage_and_MDD,1
LLM-fulltext,Brain_Entry,1
LLM-fulltext,Brain_Hypoxia,4
LLM-fulltext,Brain_Imaging_Abnormalities,1
LLM-fulltext,Brain_Infarcts_and_Hemorrhage,1
LLM-fulltext,Brain_Inflammation,10
LLM-fulltext,Brain_Inflammation_Reduction,1
LLM-fulltext,Brain_Injury,1
LLM-fulltext,Brain_Microstructure_Changes,1
LLM-fulltext,Brain_Parenchyma_Infection,1
LLM-fulltext,Brain_Parenchyma_Involvement,1
LLM-fulltext,Brain_Perivascular_Inflammation,7
LLM-fulltext,Brain_RAS_imbalance,1
LLM-fulltext,Brain_Size_Reduction,2
LLM-fulltext,Brain_Tissue_Atrophy,2
LLM-fulltext,Brain_Vascular_Damage,1
LLM-fulltext,Brain_Vasculature_Remodeling,1
LLM-fulltext,Brain_Viral_Load_Reduction,1
LLM-fulltext,Brain_aggregation_acceleration,1
LLM-fulltext,Brain_and_Spinal_Demyelination,1
LLM-fulltext,Brain_autoimmunity,1
LLM-fulltext,Brain_edema,1
LLM-fulltext,Brain_hypometabolism_and_Aβ_deposition,2
LLM-fulltext,Brain_inflammation,1
LLM-fulltext,Brain_ischemia,1
LLM-fulltext,Brainstem_Affection,2
LLM-fulltext,Brainstem_Infection,10
LLM-fulltext,Brainstem_absence,1
LLM-fulltext,Brain–Gut_Axis_Involvement,2
LLM-fulltext,Brain–gut_axis_dysfunction,9
LLM-fulltext,Bulbar_Conjunctival_Edema,1
LLM-fulltext,Burst_Suppression,3
LLM-fulltext,CCL11_Elevation,1
LLM-fulltext,CCL11_Impact,8
LLM-fulltext,CCL11_Signaling,1
LLM-fulltext,CD8+_T_Cell_Infiltration,1
LLM-fulltext,CD8+_T_Cell_Stimulation,1
LLM-fulltext,CD8_Immunodepletion,1
LLM-fulltext,CNS-Immune_Related_Mechanism,1
LLM-fulltext,CNS_Cell_Damage,1
LLM-fulltext,CNS_Cell_Infection,3
LLM-fulltext,CNS_Cellular_Component_Activation,1
LLM-fulltext,CNS_Damage,2
LLM-fulltext,CNS_Dysregulation,1
LLM-fulltext,CNS_Entry,7
LLM-fulltext,CNS_Entry_via_Nicotinic_Receptors,1
LLM-fulltext,CNS_Hypoxic_Injury,1
LLM-fulltext,CNS_Immunological_Response_Damage,1
LLM-fulltext,CNS_Infection,13
LLM-fulltext,CNS_Infiltration,1
LLM-fulltext,CNS_Inflammation,1
LLM-fulltext,CNS_Inflammatory_Response,1
LLM-fulltext,CNS_Injury,3
LLM-fulltext,CNS_Invasion,12
LLM-fulltext,CNS_Local_Immune_Responses,1
LLM-fulltext,CNS_Penetration,9
LLM-fulltext,CNS_Resident_Immune_Cell_Activation,1
LLM-fulltext,CNS_Vasculature_Damage,1
LLM-fulltext,CNS_damage,2
LLM-fulltext,CNS_hypometabolism,11
LLM-fulltext,CNS_hypoxia,2
LLM-fulltext,CNS_infection_by_SARS-CoV-2,6
LLM-fulltext,CNS_infection_by_viruses,1
LLM-fulltext,CNS_inflammation,5
LLM-fulltext,CNS_inflammatory_reaction,1
LLM-fulltext,CNS_invasion,2
LLM-fulltext,CNS_respiratory_dysregulation,4
LLM-fulltext,CNS_vulnerability,1
LLM-fulltext,COVID-19-induced_hypoxia,4
LLM-fulltext,COVID-19_Coagulopathy,1
LLM-fulltext,COVID-19_Neuroinvasion,9
LLM-fulltext,COVID-19_Rage,1
LLM-fulltext,COVID-19_Related_Exosomal_Cargo,2
LLM-fulltext,COVID-19_associated_coagulopathy,5
LLM-fulltext,CSF_Biomarker_Abnormalities,2
LLM-fulltext,CSF_Volume_Increase,1
LLM-fulltext,CTSL_Expression,2
LLM-fulltext,CVOs_Microglia_Dystrophy,1
LLM-fulltext,Ca2+_Homeostasis_Disruption,9
LLM-fulltext,Ca2+_Overload,1
LLM-fulltext,Ca2+_overload,1
LLM-fulltext,Ca_cytokine_storm,1
LLM-fulltext,Ca_increase,1
LLM-fulltext,Ca_neuronal_death,1
LLM-fulltext,Ca_oxidative_stress,1
LLM-fulltext,Calcium_Channel_Activation,1
LLM-fulltext,Calcium_Influx,10
LLM-fulltext,Capillary_Dilatation,1
LLM-fulltext,Cardiac_Dysfunction,5
LLM-fulltext,Cardiac_Function_Disruption,1
LLM-fulltext,Cardio-Respiratory_Impairments,1
LLM-fulltext,Cardioembolic_Stroke,1
LLM-fulltext,Cardiovascular_Activity_Change,3
LLM-fulltext,Cardiovascular_Center_Dysfunction,1
LLM-fulltext,Cardiovascular_comorbidities,1
LLM-fulltext,Carotid_Body_Dysfunction,1
LLM-fulltext,Caspase-based_apoptosis,1
LLM-fulltext,Caspase_Stimulation,6
LLM-fulltext,Caveolin-mediated_transcytosis,5
LLM-fulltext,Cell-Signaling_Pathway_Activation,3
LLM-fulltext,Cell_Adhesion_Molecule_Expression,2
LLM-fulltext,Cell_Damage,1
LLM-fulltext,Cell_Death,3
LLM-fulltext,Cell_Death_Promotion,1
LLM-fulltext,Cell_Reprogramming,3
LLM-fulltext,Cellular_Damage,1
LLM-fulltext,Cellular_Dysfunction,1
LLM-fulltext,Cellular_Immune_Deficiency,1
LLM-fulltext,Cellular_Senescence,10
LLM-fulltext,Cellular_Stress_and_Injury,1
LLM-fulltext,Central_Hypoventilation_Syndrome,1
LLM-fulltext,Central_nervous_system_autoimmunity,1
LLM-fulltext,Cerebral_Circulatory_Disturbance,1
LLM-fulltext,Cerebral_Edema,2
LLM-fulltext,Cerebral_Endothelium_Activation,3
LLM-fulltext,Cerebral_Hemorrhage_Risk,1
LLM-fulltext,Cerebral_Hypoperfusion,4
LLM-fulltext,Cerebral_Hypoxia,2
LLM-fulltext,Cerebral_Ischaemia,3
LLM-fulltext,Cerebral_Microhemorrhages,1
LLM-fulltext,Cerebral_Microvasculature_Complications,1
LLM-fulltext,Cerebral_Swelling,1
LLM-fulltext,Cerebral_Vascular_Dysfunction,1
LLM-fulltext,Cerebral_Vascular_Injury,1
LLM-fulltext,Cerebral_Vasculitis,3
LLM-fulltext,Cerebral_Vasodilation,2
LLM-fulltext,Cerebral_microvascular_damage_and_dysfunction,6
LLM-fulltext,Cerebrovascular_Diseases_Development,1
LLM-fulltext,Cerebrovascular_Strokes,1
LLM-fulltext,Challenging_Effect,1
LLM-fulltext,Changes_in_BBB,1
LLM-fulltext,Changes_in_Basal_Ganglia_GABAergic_Transmission,1
LLM-fulltext,Changes_in_Pharmacodynamics,1
LLM-fulltext,Channel_Aberrations,1
LLM-fulltext,Chemokine_Attraction,1
LLM-fulltext,Chemokine_Expression,2
LLM-fulltext,Chemokine_Impact,4
LLM-fulltext,Chemokine_Induction,8
LLM-fulltext,Chemokine_Production,1
LLM-fulltext,Chemokine_and_Cytokine_Production,1
LLM-fulltext,Choroid_Plexus_Perturbations,1
LLM-fulltext,Chronic_Cytokinemia,2
LLM-fulltext,Chronic_Immune_Response,1
LLM-fulltext,Chronic_Inflammation,4
LLM-fulltext,Chronic_Low-Grade_Inflammation,1
LLM-fulltext,Chronic_Low-grade_Inflammation,1
LLM-fulltext,Chronic_Neuroinflammation,14
LLM-fulltext,Chronic_Systemic_Inflammation,1
LLM-fulltext,Chronic_Viral_Infection,1
LLM-fulltext,Chronic_inflammatory_processes,1
LLM-fulltext,Chronicity_of_Inflammatory_Process,1
LLM-fulltext,Circulating_Toxins_or_Cytokines,1
LLM-fulltext,Circumventricular_Organs_Passage,1
LLM-fulltext,Circumventricular_Organs_Pathway,1
LLM-fulltext,Classical_RAS_Activation,12
LLM-fulltext,Classical_RAS_Upregulation,7
LLM-fulltext,Clathrin_Mediated_Endocytosis,1
LLM-fulltext,Clathrin_and_Caveolin_Dependent_Transcytosis,1
LLM-fulltext,Clock_gene_alteration,2
LLM-fulltext,Clockophagy_and_Ferroptosis,2
LLM-fulltext,Clot_Formation,2
LLM-fulltext,Clotting_cascade_activation,1
LLM-fulltext,Co-infection_Effect,1
LLM-fulltext,Coagulation_Abnormalities,2
LLM-fulltext,Coagulation_Cascade,1
LLM-fulltext,Coagulation_Cascade_Activation,1
LLM-fulltext,Coagulation_Disorders,1
LLM-fulltext,Coagulation_Disruption,1
LLM-fulltext,Coagulation_System_Activation,13
LLM-fulltext,Coagulation_cascade_activation,1
LLM-fulltext,Coagulation_dysfunction,1
LLM-fulltext,Coagulation_in_lung_vasculature,1
LLM-fulltext,Coagulation_promotion,1
LLM-fulltext,Coagulopathies,4
LLM-fulltext,Coagulopathies_Development,1
LLM-fulltext,Coagulopathies_and_vascular_disorders,1
LLM-fulltext,Coagulopathy,7
LLM-fulltext,Coagulopathy_and_Endotheliopathy,2
LLM-fulltext,Cognition_Enhancement,3
LLM-fulltext,Cognitive_Decline,4
LLM-fulltext,Cognitive_Decline_Trigger,1
LLM-fulltext,Cognitive_Deficits,2
LLM-fulltext,Cognitive_Dysfunction,1
LLM-fulltext,Cognitive_Function_Alteration,1
LLM-fulltext,Cognitive_Impairment,2
LLM-fulltext,Cognitive_Impairments,2
LLM-fulltext,Cognitive_Symptoms,4
LLM-fulltext,Cognitive_problems,1
LLM-fulltext,Coma,1
LLM-fulltext,Complement-Mediated_Synaptic_Pruning,1
LLM-fulltext,Complement_Activation,2
LLM-fulltext,Complement_Cascade_Activation,5
LLM-fulltext,Complement_Pathway_Activation,1
LLM-fulltext,Complement_System_Activation,1
LLM-fulltext,Complement_System_Alterations,1
LLM-fulltext,Complement_and_Kinin_Systems_Activation,1
LLM-fulltext,Compromise_of_Respiratory_Centers,1
LLM-fulltext,Compromised_Blood–Brain_Barrier_Integrity,1
LLM-fulltext,Conductive_Olfactory_Dysfunction,1
LLM-fulltext,Cortical_Accumulation_of_α-syn,1
LLM-fulltext,Cortical_Atrophy,1
LLM-fulltext,Cortical_Circuitry_Dysfunction,1
LLM-fulltext,Cortical_Thinning,1
LLM-fulltext,Corticalization_Pathway,1
LLM-fulltext,Cortico-Striatal_Network_Targeting,1
LLM-fulltext,Cortisol_Dynamics_Alteration,3
LLM-fulltext,Cross-autoimmune_response,1
LLM-fulltext,Cu_Aβ_oligomers,1
LLM-fulltext,Cu_lipid_peroxidation,1
LLM-fulltext,Cu_oxidative_stress,1
LLM-fulltext,Cyclophilin_A_Induction,1
LLM-fulltext,Cytokine-induced_Neurotoxicity,1
LLM-fulltext,Cytokine_Activation,2
LLM-fulltext,Cytokine_Chemokine_and_ROS_Release,1
LLM-fulltext,Cytokine_Circulation,1
LLM-fulltext,Cytokine_Derangements,2
LLM-fulltext,Cytokine_Excess,2
LLM-fulltext,Cytokine_Expression,2
LLM-fulltext,Cytokine_Imbalance,4
LLM-fulltext,Cytokine_Immune_Reaction,1
LLM-fulltext,Cytokine_Impact_on_Brain,6
LLM-fulltext,Cytokine_Induced_Free_Radical_Generation,3
LLM-fulltext,Cytokine_Induction,1
LLM-fulltext,Cytokine_Infiltration,1
LLM-fulltext,Cytokine_Overproduction,2
LLM-fulltext,Cytokine_Production,10
LLM-fulltext,Cytokine_Production_Increase,1
LLM-fulltext,Cytokine_Release,33
LLM-fulltext,Cytokine_Release_Syndrome,1
LLM-fulltext,Cytokine_Secretion,8
LLM-fulltext,Cytokine_Storm,136
LLM-fulltext,Cytokine_Storm_Induction,1
LLM-fulltext,Cytokine_Storm_Syndrome,6
LLM-fulltext,Cytokine_Storming,1
LLM-fulltext,Cytokine_Storms,1
LLM-fulltext,Cytokine_Synthesis,2
LLM-fulltext,Cytokine_Transfer,1
LLM-fulltext,Cytokine_Upregulation,2
LLM-fulltext,Cytokine_and_Chemokine_Avalanche,1
LLM-fulltext,Cytokine_production,2
LLM-fulltext,Cytokines_Secretion,1
LLM-fulltext,Cytokines_Storm,1
LLM-fulltext,Cytopathic_effects,1
LLM-fulltext,Cytoplasmic_Microparticles,1
LLM-fulltext,Cytotoxic_Adaptive_Immune_Response,1
LLM-fulltext,Cytotoxic_T-lymphocytes_activation,1
LLM-fulltext,Cytotoxic_T_Cells_Role,1
LLM-fulltext,Cytotoxic_T_Lymphocyte_Infiltration,2
LLM-fulltext,D-dimer_Level_Increase,1
LLM-fulltext,DABK-mediated_NO_production,1
LLM-fulltext,DABK_Response,1
LLM-fulltext,DNA_Methylation_Changes,1
LLM-fulltext,Damage_to_central_nervous_network,1
LLM-fulltext,Damage_to_epithelium,1
LLM-fulltext,Decline_of_acetylcholine_production,1
LLM-fulltext,Decreased_Cerebral_Blood_Flow,1
LLM-fulltext,Decreased_Cortical_Thickness,1
LLM-fulltext,Decreased_Neurogenesis,1
LLM-fulltext,Decreased_Regional_Brain_Volumes,1
LLM-fulltext,Decreased_adherens_junctions,1
LLM-fulltext,Decreased_physical_activity,1
LLM-fulltext,Deep_sleep_activation,1
LLM-fulltext,Deficits_in_Neuroplasticity_and_Neurogenesis,1
LLM-fulltext,Delirium,1
LLM-fulltext,Demyelinating_Degeneration,1
LLM-fulltext,Demyelinating_Events,1
LLM-fulltext,Demyelinating_Lesions,1
LLM-fulltext,Demyelination,14
LLM-fulltext,Dendritic_Cell_Activation,1
LLM-fulltext,Dendritic_cell_activation,1
LLM-fulltext,Depressive_Symptoms_Exacerbation,1
LLM-fulltext,Deregulated_Immune_Response,1
LLM-fulltext,Deregulation_of_Neuroprotective_Genes,1
LLM-fulltext,Deregulation_of_gene_expression,1
LLM-fulltext,Destruction_of_Medullary_Centers,1
LLM-fulltext,Difficulties_in_learning_and_memory,1
LLM-fulltext,Dihomeostasis,1
LLM-fulltext,Diminished_Gray_Matter,1
LLM-fulltext,Direct_Brain_Damage_by_SARS-CoV-2,3
LLM-fulltext,Direct_CNS_Damage,1
LLM-fulltext,Direct_CNS_Entry,4
LLM-fulltext,Direct_CNS_Infection,3
LLM-fulltext,Direct_CNS_Invasion,6
LLM-fulltext,Direct_CNS_neuron_damage,1
LLM-fulltext,Direct_Cytotoxicity,1
LLM-fulltext,Direct_Entry,1
LLM-fulltext,Direct_Infection,2
LLM-fulltext,Direct_Infection_Pathways,5
LLM-fulltext,Direct_Invasion,1
LLM-fulltext,Direct_Neuroinvasion,2
LLM-fulltext,Direct_Neurotoxicity,1
LLM-fulltext,Direct_Neurotropism,1
LLM-fulltext,Direct_SARS-CoV-2_infection,2
LLM-fulltext,Direct_Viral_Effects,1
LLM-fulltext,Direct_Viral_Involvement,3
LLM-fulltext,Direct_action_of_Spike_protein,2
LLM-fulltext,Direct_damage_to_neurons,1
LLM-fulltext,Direct_damaging_effects,1
LLM-fulltext,Direct_entry_of_SARS-CoV-2_along_the_olfactory_nerve,1
LLM-fulltext,Direct_entry_of_SARS-CoV-2_into_the_brain,1
LLM-fulltext,Direct_infection,6
LLM-fulltext,Direct_infection_of_BBB_cells,2
LLM-fulltext,Direct_infection_of_brain_endothelial_cells,5
LLM-fulltext,Direct_infection_of_peripheral_sensory_neurons,1
LLM-fulltext,Direct_invasion_of_the_nervous_system,3
LLM-fulltext,Direct_neural_cell_infection,1
LLM-fulltext,Direct_trans-synaptic_pathway,2
LLM-fulltext,Direct_viral_infection,4
LLM-fulltext,Disorder_Development_Stimulation,1
LLM-fulltext,Disruption_Of_Ion-Relevant_Signaling_Pathways,1
LLM-fulltext,Disruption_of_ACE/ACE2_Balance,1
LLM-fulltext,Disruption_of_BBB,1
LLM-fulltext,Disruption_of_Homeostatic_Mechanisms,1
LLM-fulltext,Disruption_of_Neuroglia_Homeostasis,1
LLM-fulltext,Disruption_of_Neuronal_Connectivity,1
LLM-fulltext,Disruption_of_Neuronal_Signal_Transmission,1
LLM-fulltext,Disruption_of_Neurotransmission,1
LLM-fulltext,Disruption_of_blood_coagulation_processes,7
LLM-fulltext,Disseminated_Intravascular_Coagulation,2
LLM-fulltext,Disturbance_of_Vasculature,1
LLM-fulltext,Disturbances_of_gut_microbiome,1
LLM-fulltext,Dopamine_Depletion,1
LLM-fulltext,Dopamine_Imbalance,3
LLM-fulltext,Dopamine_and_Serotonin_Synthesis_Disruption,1
LLM-fulltext,Dopaminergic_Mechanisms_Effect,1
LLM-fulltext,Dopaminergic_Neuron_Loss,1
LLM-fulltext,Dopaminergic_Neuronal_Death,1
LLM-fulltext,Dopaminergic_neuronal_loss,1
LLM-fulltext,Drowsiness,1
LLM-fulltext,Dysfunction_of_alternative_RAS,1
LLM-fulltext,Dysfunction_of_nicotinic_cholinergic_system,1
LLM-fulltext,Dysfunctional_Lysosomes_and_Mitochondria,4
LLM-fulltext,Dysfunctional_Mitochondria,7
LLM-fulltext,Dysgeusia,2
LLM-fulltext,Dysgeusia_and_Anosmia,2
LLM-fulltext,Dysregulated_Immunity,1
LLM-fulltext,Dysregulation_of_Angiogenesis,1
LLM-fulltext,Dysregulation_of_Fibrin_Balance,1
LLM-fulltext,Dysregulation_of_Homeostatic_Pathways,1
LLM-fulltext,Dysregulation_of_Immune_Responses,1
LLM-fulltext,Dysregulation_of_Neuronal_Development,1
LLM-fulltext,Dysregulation_of_metal_homeostasis,1
LLM-fulltext,Dysregulation_of_renin-angiotensin_system,2
LLM-fulltext,EBV_Reactivation,2
LLM-fulltext,EBV_replication_in_CNS,4
LLM-fulltext,ECMO_Risk,1
LLM-fulltext,ER_Stress,8
LLM-fulltext,Edema,2
LLM-fulltext,Edema_and_Bleedings,2
LLM-fulltext,Elevated_ApoE4_Predicts_Cognitive_Decline,1
LLM-fulltext,Elevated_ApoE4_Reflects_BBB_Disruption,1
LLM-fulltext,Elevated_D-dimer_Levels,1
LLM-fulltext,Elevated_inflammation,1
LLM-fulltext,Elevated_proinflammatory_molecules,1
LLM-fulltext,Embolic_Mechanisms_of_Stroke,1
LLM-fulltext,Encephalitis,11
LLM-fulltext,Encephalopathy,6
LLM-fulltext,Endocytosis_Controlled_Invasion,1
LLM-fulltext,Endoplasmic_Reticulum_Stress,1
LLM-fulltext,Endothelial_Activation,16
LLM-fulltext,Endothelial_Cell_Activation,8
LLM-fulltext,Endothelial_Cell_Apoptosis,1
LLM-fulltext,Endothelial_Cell_Damage,1
LLM-fulltext,Endothelial_Cell_Disruption,1
LLM-fulltext,Endothelial_Cell_Dysfunction,2
LLM-fulltext,Endothelial_Cell_Inflammation,2
LLM-fulltext,Endothelial_Cell_Injury,1
LLM-fulltext,Endothelial_Cell_Stimulation,1
LLM-fulltext,Endothelial_Damage,26
LLM-fulltext,Endothelial_Dysfunction,10
LLM-fulltext,Endothelial_Infection,2
LLM-fulltext,Endothelial_Inflammation,1
LLM-fulltext,Endothelial_Injury,1
LLM-fulltext,Endothelial_Lesions,1
LLM-fulltext,Endothelial_Permeability,3
LLM-fulltext,Endothelial_Tight_Junction_Disruption,1
LLM-fulltext,Endothelial_cell_infection,7
LLM-fulltext,Endothelial_permeability,1
LLM-fulltext,Endothelialitis,1
LLM-fulltext,Endotheliitis,3
LLM-fulltext,Endotheliopathy,17
LLM-fulltext,Endotheliopathy_and_Hypercoagulability,1
LLM-fulltext,Endotheliosis,1
LLM-fulltext,Endothelitis,1
LLM-fulltext,Endothelium_and_Pericyte_Damages,1
LLM-fulltext,Endotoxin_Overproduction,1
LLM-fulltext,Enhanced_Cell_Entry,1
LLM-fulltext,Enrichment_of_Inflammatory_Genes,1
LLM-fulltext,Enteric_Glial_Cell_Activation,6
LLM-fulltext,Enteric_Glial_Cell_Response,1
LLM-fulltext,Epilepsy,1
LLM-fulltext,Epithelium_Barrier_Disruption,1
LLM-fulltext,Exacerbated_inflammation,4
LLM-fulltext,Exacerbation_of_Brain_Damage,1
LLM-fulltext,Exacerbation_of_cognitive_impairment,1
LLM-fulltext,Exaggerated_Viral_Immune_Response,10
LLM-fulltext,Excessive_Thrombin_Production,3
LLM-fulltext,Excitotoxicity,17
LLM-fulltext,Executive_Function_Worsening,1
LLM-fulltext,Exosomal_Cargo_Modulation,1
LLM-fulltext,Exosomal_Inflammation,5
LLM-fulltext,Exosomal_Presence_of_Viral_Proteins,1
LLM-fulltext,Exosomal_Transport,4
LLM-fulltext,Exosomal_mRNA_and_Tfs_Transport,1
LLM-fulltext,Exosomal_miRNA_Deregulation,6
LLM-fulltext,Exosome-Mediated_Mechanisms,7
LLM-fulltext,Exosome-mediated_regulation_of_neuroinflammatory_events,7
LLM-fulltext,Exosome_Immune_Response_Induction,5
LLM-fulltext,Exosome_Manipulation,11
LLM-fulltext,Exosome_Mediated_Brain_Access,1
LLM-fulltext,Exosome_Mediated_Neuroinflammation,7
LLM-fulltext,Exosome_Mediated_Pathogenicity,7
LLM-fulltext,Exosome_Mediated_Protein_Transfer,5
LLM-fulltext,Exosome_Transmission,3
LLM-fulltext,Factor_VIII_Increase,1
LLM-fulltext,Fast_Axonal_Transport,1
LLM-fulltext,Fe_Aβ_peptides_accumulation,1
LLM-fulltext,Fe_cytokine_storm,1
LLM-fulltext,Fe_ferroptosis,1
LLM-fulltext,Fe_hyperphosphorylated_tau_entanglement,1
LLM-fulltext,Fe_increase,1
LLM-fulltext,Ferritin_Degradation,1
LLM-fulltext,Ferroptosis,64
LLM-fulltext,Fibrin_Deposition,1
LLM-fulltext,Fractalkine_Signalling,3
LLM-fulltext,Frontal_Epileptogenic_Dysfunction,2
LLM-fulltext,Furin_Cleavage,4
LLM-fulltext,GBS_expedited_by_COVID-19,1
LLM-fulltext,GFAP_Concentration_Increase,1
LLM-fulltext,GFAP_Upregulation,1
LLM-fulltext,GI_System_Dysfunction,1
LLM-fulltext,GI_Tract_Infection,1
LLM-fulltext,GMV_Loss,1
LLM-fulltext,Gastrointestinal_Tract_Involvement,2
LLM-fulltext,Gene_Activation,1
LLM-fulltext,Gene_Downregulation,1
LLM-fulltext,Gene_Expression_Changes,6
LLM-fulltext,Gene_Expression_Impact,4
LLM-fulltext,Gene_Upregulation,1
