Image_number,URL,GitHub_URL,Pathophysiological Process,Subject,Predicate,Object
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Blood-Brain_Barrier_Disruption,SARS-CoV-2,disrupts,Blood-brain_barrier
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Demyelination,Inflammatory_cytokines,lead_to,Demyelination
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Microglia_Activation,SARS-CoV-2,activates,Microglia
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Astroglia_Response,Inflammatory_cytokines,trigger,Astroglia_Response
image_29,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_29.jpg,Oligodendroglia_Damage,Neuroinflammation,damages,Oligodendroglia
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_30.jpg,Impaired_BBB,SARS-CoV-2,impairs,Blood_Brain_Barrier
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_30.jpg,Neuroinflammation,SARS-CoV-2,triggers,Neuroinflammation
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_30.jpg,Impaired_neural-microglia_communication,SARS-CoV-2,impairs,neural-microglia_communication
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_30.jpg,Infiltration_of_inflammatory_cytokines/chemokines,SARS-CoV-2,causes,infiltration_of_inflammatory_cytokines/chemokines
image_30,https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_30.jpg,Virus_replication,SARS-CoV-2,undergoes,virus_replication
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_31.jpg,Endotheliitis,SARS-CoV-2_infection,causes,endotheliitis
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_31.jpg,Capillary_Thrombosis,SARS-CoV-2_infection,leads_to,capillary_thrombosis
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_31.jpg,Pericyte_Damage,SARS-CoV-2_infection,results_in,pericyte_damage
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_31.jpg,Impaired_Neurovascular_Coupling,SARS-CoV-2_infection,causes,impaired_neurovascular_coupling
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_31.jpg,BBB_Leakage,SARS-CoV-2_infection,leads_to,BBB_leakage
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_31.jpg,Inflammation,SARS-CoV-2_infection,triggers,inflammation
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_31.jpg,Arteriolar_Thrombosis,SARS-CoV-2_infection,causes,arteriolar_thrombosis
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_31.jpg,Cerebral_Artery_Atheroma,SARS-CoV-2_infection,leads_to,cerebral_artery_atheroma
image_31,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_31.jpg,Thrombosis,SARS-CoV-2_infection,results_in,thrombosis
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Activation_of_dendritic_cell,SARS-CoV-2,causes,activation_of_dendritic_cell
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Activation_of_dendritic_cell,Activation_of_dendritic_cell,leads_to,production_of_activin-A
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Activation_of_dendritic_cell,Activation_of_dendritic_cell,activates,Tfh_cell
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Activation_of_dendritic_cell,Activation_of_dendritic_cell,produces,pro-inflammatory_cytokines
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Hyperactivation_of_Th1,SARS-CoV-2,causes,hyperactivation_of_Th1
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Hyperactivation_of_Th1,Hyperactivation_of_Th1,produces,IL-2
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Hyperactivation_of_Th1,Hyperactivation_of_Th1,produces,IFN-γ
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Hyperactivation_of_Th1,Hyperactivation_of_Th1,leads_to,interferon_antibody
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Hyperactivation_of_Th17,SARS-CoV-2,causes,hyperactivation_of_Th17
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Hyperactivation_of_Th17,Hyperactivation_of_Th17,produces,IL-17A
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Hyperactivation_of_Th17,Hyperactivation_of_Th17,produces,IL-22
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Hyperactivation_of_Th17,Hyperactivation_of_Th17,produces,IL-23
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Hyperactivation_of_Th17,Hyperactivation_of_Th17,leads_to,inflammation
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Dysregulation_of_regulatory_T_cell,SARS-CoV-2,causes,dysregulation_of_regulatory_T_cell
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Dysregulation_of_regulatory_T_cell,Dysregulation_of_regulatory_T_cell,produces,less_IL-10
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Dysregulation_of_regulatory_T_cell,Dysregulation_of_regulatory_T_cell,produces,less_TGF-β
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Dysregulation_of_regulatory_T_cell,Dysregulation_of_regulatory_T_cell,leads_to,dysregulation_of_the_immune_system
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Increased_NKT_cell_formation,SARS-CoV-2,causes,increased_NKT_cell_formation
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Increased_NKT_cell_formation,Increased_NKT_cell_formation,produces,autoreactive_antibodies
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Increased_NKT_cell_formation,Increased_NKT_cell_formation,leads_to,autoimmune_reactivity
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Effects_on_B_cell,SARS-CoV-2,causes,effects_on_B_cell
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Effects_on_B_cell,Effects_on_B_cell,leads_to,plasma_cell_formation
image_32,https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_32.jpg,Effects_on_B_cell,Effects_on_B_cell,produces,antibodies_to_EBV/HHV-6_dUTPases
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_35.jpg,Pathological_Angiogenesis,COVID19,infects,cerebrovascular_endothelial_cell
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_35.jpg,Pathological_Angiogenesis,Cerebrovascular_endothelial_cell,increases,VEGF
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_35.jpg,Pathological_Angiogenesis,VEGF,causes,pathological_angiogenesis
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_35.jpg,Inflammatory_Response,COVID19,infects,cerebrovascular_endothelial_cell
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_35.jpg,Inflammatory_Response,Cerebrovascular_endothelial_cell,increases,ICAM-1
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_35.jpg,Inflammatory_Response,Cerebrovascular_endothelial_cell,increases,IL-6
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_35.jpg,Inflammatory_Response,Cerebrovascular_endothelial_cell,increases,IL-1β
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_35.jpg,Inflammatory_Response,Cerebrovascular_endothelial_cell,increases,TNF-α
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_35.jpg,Inflammatory_Response,Cerebrovascular_endothelial_cell,increases,TNF-β
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_35.jpg,Inflammatory_Response,Increased_cytokines,cause,inflammatory_cell_recruitment
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_35.jpg,Inflammatory_Response,Inflammatory_cell_recruitment,leads_to,brain_inflammation
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_35.jpg,Angiotensin_Imbalance,COVID19,binds,ACE2
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_35.jpg,Angiotensin_Imbalance,ACE2,converts,Angiotensin_II_to_Angiotensin_1-9
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_35.jpg,Angiotensin_Imbalance,Angiotensin_II,increases,inflammatory_response
image_35,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42269-021-00540-y/MediaObjects/42269_2021_540_Fig10_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_35.jpg,Angiotensin_Imbalance,Angiotensin_1-9,decreases,inflammatory_response
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_36.jpg,Mast_Cell_Activation,Toxins_Viruses,activate,mast_cells
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_36.jpg,Mast_Cell_Activation,Activated_mast_cells,release,CCL2_CXCL8_histamine_IL-1β_IL-6_IL-33_VEGF_osteopontin_TNF-α_tryptase
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_36.jpg,Microglia_Activation,Activated_mast_cells,activate,microglia
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_36.jpg,Microglia_Activation,Activated_microglia,release,CXCL8_IL-1β_IL-6_TNF-α_S100A8/A9
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_36.jpg,Neuro-COVID,Activated_microglia,contribute_to,Neuro-COVID
image_36,https://pub.mdpi-res.com/cells/cells-12-00688/article_deploy/html/images/cells-12-00688-g002.png?1677057858,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_36.jpg,Eriodictyol_Effect,Eriodictyol,affects,activated_microglia
image_39,https://www.frontiersin.org/files/Articles/745789/fmed-08-745789-HTML/image_m/fmed-08-745789-g002.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_39.jpg,BBB_Disruption,Circulating_Immune_Cells,cross,BBB
image_39,https://www.frontiersin.org/files/Articles/745789/fmed-08-745789-HTML/image_m/fmed-08-745789-g002.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_39.jpg,Monocyte_Activation,Monocytes,release,"IL-1β,IL-6,TNFα"
image_39,https://www.frontiersin.org/files/Articles/745789/fmed-08-745789-HTML/image_m/fmed-08-745789-g002.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_39.jpg,Microglia_Activation,Activated_Microglia,release,"IL-1β,IL-6,TNFα"
image_39,https://www.frontiersin.org/files/Articles/745789/fmed-08-745789-HTML/image_m/fmed-08-745789-g002.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_39.jpg,Astrocyte_Activation,Activated_Microglia,interact_with,Astrocyte
image_39,https://www.frontiersin.org/files/Articles/745789/fmed-08-745789-HTML/image_m/fmed-08-745789-g002.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_39.jpg,Neuronal_Damage,Astrocyte,release,"TNFα,PG,glutamate"
image_39,https://www.frontiersin.org/files/Articles/745789/fmed-08-745789-HTML/image_m/fmed-08-745789-g002.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_39.jpg,Neuronal_Damage,Neuron,undergoes,Neuronal_Death
image_40,https://www.mdpi.com/brainsci/brainsci-13-00131/article_deploy/html/images/brainsci-13-00131-g004-550.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_40.jpg,Direct_Invasion,SARS-CoV-2,invades,neuron
image_40,https://www.mdpi.com/brainsci/brainsci-13-00131/article_deploy/html/images/brainsci-13-00131-g004-550.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_40.jpg,Blood_Circulatory_Pathway,SARS-CoV-2,travels_through,blood_circulatory_pathway
image_40,https://www.mdpi.com/brainsci/brainsci-13-00131/article_deploy/html/images/brainsci-13-00131-g004-550.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_40.jpg,Neuronal_Pathway,SARS-CoV-2,travels_through,neuronal_pathway
image_40,https://www.mdpi.com/brainsci/brainsci-13-00131/article_deploy/html/images/brainsci-13-00131-g004-550.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_40.jpg,ACE2_Receptor_Binding,SARS-CoV-2,binds_to,ACE2_receptor
image_40,https://www.mdpi.com/brainsci/brainsci-13-00131/article_deploy/html/images/brainsci-13-00131-g004-550.jpg,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_40.jpg,TMPRSS2_Protease_Interaction,SARS-CoV-2,interacts_with,TMPRSS2_protease
image_41,https://c19early.org/simg/yehia.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_41.jpg,ACE2_Receptor_Binding,Spike_protein,binds,ACE2
image_41,https://c19early.org/simg/yehia.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_41.jpg,Clockophagy,SARS-CoV-2_infection,induces,Clockophagy
image_41,https://c19early.org/simg/yehia.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_41.jpg,NFKB_Activation,SARS-CoV-2_infection,activates,NFKB
image_41,https://c19early.org/simg/yehia.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_41.jpg,Lipid_Peroxidation,PUFAOOH,causes,Lipid_Peroxidation
image_41,https://c19early.org/simg/yehia.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_41.jpg,Cytokine_Storm,SARS-CoV-2_infection,triggers,Cytokine_storm
image_41,https://c19early.org/simg/yehia.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_41.jpg,BBB_Disruption,Cytokine_storm,leads_to,BBB_disruption
image_41,https://c19early.org/simg/yehia.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_41.jpg,Microglia_Activation,BBB_disruption,causes,Microglia_activation
image_41,https://c19early.org/simg/yehia.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_41.jpg,Microglia_Polarization,Microglia_activation,induces,Microglia_polarization
image_41,https://c19early.org/simg/yehia.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_41.jpg,Proinflammatory_Cytokine_Release,M1,releases,Proinflammatory_cytokines
image_41,https://c19early.org/simg/yehia.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_41.jpg,Anti-inflammatory_Cytokine_Release,M2,releases,Anti-inflammatory_cytokines
image_41,https://c19early.org/simg/yehia.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_41.jpg,LIP_Increase,NFKB,increases,LIP
image_41,https://c19early.org/simg/yehia.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_41.jpg,Ferritin_H_Expression,LIP,induces,Ferritin_H_expression
image_41,https://c19early.org/simg/yehia.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_41.jpg,Iron_Overload,Hepcidin,causes,Iron_overload
image_41,https://c19early.org/simg/yehia.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_41.jpg,Ferropotosis_Inhibition,GPX4,inhibits,Ferropotosis
image_41,https://c19early.org/simg/yehia.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_41.jpg,ROS_Scavenging,GSH,performs,Direct_scavenging
image_42,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs11940-020-00647-z/MediaObjects/11940_2020_647_Fig3_HTML.png,https://raw.githubusercontent.com/Elly0w0/image-based-information-extraction-LLM-main/main/data/CBM_data/images_CBM/image_42.jpg,Cytokine_Release,SARS-CoV-2_infection,induces,cytokine_release
