URL;Pathophysiological Process;Subject;Predicate;Object;Image_number;Source;Normalized_Input;Category
https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;Neurodegeneration;Aβ;contributes_to;Neurodegeneration;image_23;LLM;aβ neurodegeneration;Neurodegenerative Mechanisms
https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;Neurodegeneration;Tau;contributes_to;Neurodegeneration;image_23;LLM;tau neurodegeneration;Neurodegenerative Mechanisms
https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs40035-022-00316-y/MediaObjects/40035_2022_316_Fig4_HTML.png;Alzheimer's_Disease_Progression;Neurodegeneration;leads_to;AD;image_23;LLM;neurodegeneration ad;Neurodegenerative Mechanisms
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png;Viral_Entry_Through_Olfactory_Bulb;Coronavirus;enters;olfactory_bulb;image_24;LLM;coronavirus olfactory bulb;Viral Entry and Neuroinvasion
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png;Viral_Entry_Through_Olfactory_Bulb;Olfactory_bulb;contains;ACE2-expressing_neurons;image_24;LLM;olfactory bulb ace2 expressing neurons;Viral Entry and Neuroinvasion
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png;Viral_Entry_Through_Olfactory_Bulb;ACE2-expressing_neurons;facilitate;viral_entry;image_24;LLM;ace2 expressing neurons viral entry;Viral Entry and Neuroinvasion
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png;Neuronal_Infection;Coronavirus;infects;ACE2-expressing_neurons;image_24;LLM;coronavirus ace2 expressing neurons;Viral Entry and Neuroinvasion
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png;Neuronal_Infection;ACE2-expressing_neurons;located_in;forebrain;image_24;LLM;ace2 expressing neurons forebrain;Viral Entry and Neuroinvasion
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png;Neuronal_Infection;Infected_neurons;lead_to;neuronal_dysfunction_and_death;image_24;LLM;infected neurons neuronal dysfunction and death;Neurodegenerative Mechanisms
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png;Respiratory_Failure;Neuronal_dysfunction_and_death;cause;respiratory_failure;image_24;LLM;neuronal dysfunction and death respiratory failure;Systemic Cross-Organ Effects
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png;Respiratory_Failure;Brainstem;contains;cardiorespiratory_center;image_24;LLM;brainstem cardiorespiratory center;Systemic Cross-Organ Effects
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00915-1/MediaObjects/10571_2020_915_Fig1_HTML.png;Respiratory_Failure;Cardiorespiratory_center;affected_by;neuronal_infection;image_24;LLM;cardiorespiratory center neuronal infection;Systemic Cross-Organ Effects
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Psychological_Stress;Social_distancing;causes;psychological_stress;image_25;LLM;social distancing psychological stress;Psychological and Neurological Symptoms
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Psychological_Stress;Limit_outdoor_activities;causes;psychological_stress;image_25;LLM;limit outdoor activities psychological stress;Psychological and Neurological Symptoms
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Psychological_Stress;Stigmatisation_and_discrimination;causes;psychological_stress;image_25;LLM;stigmatisation and discrimination psychological stress;Psychological and Neurological Symptoms
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Psychological_Stress;Concern_for_health;causes;psychological_stress;image_25;LLM;concern for health psychological stress;Psychological and Neurological Symptoms
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Psychological_Stress;Misinformation;causes;psychological_stress;image_25;LLM;misinformation psychological stress;Psychological and Neurological Symptoms
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Psychological_Stress;Psychological_stress;leads_to;acute_psychosis;image_25;LLM;psychological stress acute psychosis;Psychological and Neurological Symptoms
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Psychological_Stress;Psychological_stress;leads_to;anxiety;image_25;LLM;psychological stress anxiety;Psychological and Neurological Symptoms
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Psychological_Stress;Psychological_stress;leads_to;depression;image_25;LLM;psychological stress depression;Psychological and Neurological Symptoms
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Psychological_Stress;Psychological_stress;leads_to;sleep_problem;image_25;LLM;psychological stress sleep problem;Psychological and Neurological Symptoms
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Respiratory_Complications;SARS-CoV-2;causes;upper_and_lower_respiratory_tract_infection;image_25;LLM;sars cov 2 upper and lower respiratory tract infection;Systemic Cross-Organ Effects
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Respiratory_Complications;Upper_and_lower_respiratory_tract_infection;leads_to;restrictive_lung_excursion;image_25;LLM;upper and lower respiratory tract infection restrictive lung excursion;Systemic Cross-Organ Effects
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Respiratory_Complications;Upper_and_lower_respiratory_tract_infection;leads_to;upper_airway_obstruction;image_25;LLM;upper and lower respiratory tract infection upper airway obstruction;Systemic Cross-Organ Effects
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Respiratory_Complications;Upper_and_lower_respiratory_tract_infection;leads_to;aspiration_pneumonia;image_25;LLM;upper and lower respiratory tract infection aspiration pneumonia;Systemic Cross-Organ Effects
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Respiratory_Complications;Upper_and_lower_respiratory_tract_infection;leads_to;difficulty_swallowing;image_25;LLM;upper and lower respiratory tract infection difficulty swallowing;Systemic Cross-Organ Effects
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Respiratory_Complications;Upper_and_lower_respiratory_tract_infection;leads_to;respiratory_centre_involvement;image_25;LLM;upper and lower respiratory tract infection respiratory centre involvement;Systemic Cross-Organ Effects
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Immune_Dysregulation;SARS-CoV-2;causes;infection-related_immune_dysregulation;image_25;LLM;sars cov 2 infection related immune dysregulation;Systemic Cross-Organ Effects
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Neuronal_Cell_Death;SARS-CoV-2;causes;neuronal_cell_death;image_25;LLM;sars cov 2 neuronal cell death;Systemic Cross-Organ Effects
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Neuronal_Cell_Death;Neuronal_cell_death;leads_to;neurodegeneration;image_25;LLM;neuronal cell death neurodegeneration;Neurodegenerative Mechanisms
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Altered_Dopamine_Metabolism;SARS-CoV-2;causes;altered_dopamine_metabolism;image_25;LLM;sars cov 2 altered dopamine metabolism;Systemic Cross-Organ Effects
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Gastrointestinal_Problem;SARS-CoV-2;causes;gastroparesis;image_25;LLM;sars cov 2 gastroparesis;Systemic Cross-Organ Effects
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Gastrointestinal_Problem;SARS-CoV-2;causes;diarrhoea;image_25;LLM;sars cov 2 diarrhoea;Systemic Cross-Organ Effects
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Gastrointestinal_Problem;SARS-CoV-2;causes;decrease_drug_absorption;image_25;LLM;sars cov 2 decrease drug absorption;Immune and Inflammatory Response
https://www.e-jmd.org/upload/thumbnails/jmd-20042f3.jpg;Potential_Drug_Interaction;SARS-CoV-2;causes;potential_drug_interaction;image_25;LLM;sars cov 2 potential drug interaction;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;Endothelial_Damage;SARS-CoV-2_Spike_Protein;affects;Endothelial_cells;image_26;LLM;sars cov 2 spike protein endothelial cells;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;Endothelial_Damage;Endothelial_damage;leads_to;Long-COVID;image_26;LLM;endothelial damage long covid;Vascular Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;Inflammation;SARS-CoV-2_Spike_Protein;activates;Mast_cells;image_26;LLM;sars cov 2 spike protein mast cells;Immune and Inflammatory Response
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;Inflammation;Inflammation;contributes_to;Long-COVID;image_26;LLM;inflammation long covid;Immune and Inflammatory Response
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;Neurotoxicity;SARS-CoV-2_Spike_Protein;impacts;Neurons;image_26;LLM;sars cov 2 spike protein neurons;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;Neurotoxicity;Neurotoxicity;results_in;Long-COVID;image_26;LLM;neurotoxicity long covid;Neurodegenerative Mechanisms
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;Blood-Brain_Barrier_Disruption;SARS-CoV-2;crosses;Blood-brain_barrier;image_26;LLM;sars cov 2 blood brain barrier;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;Blood-Brain_Barrier_Disruption;Blood-brain_barrier_disruption;involves;Pericytes;image_26;LLM;blood brain barrier disruption pericytes;Viral Entry and Neuroinvasion
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;Microglial_Activation;SARS-CoV-2_Spike_Protein;stimulates;Microglia;image_26;LLM;sars cov 2 spike protein microglia;Immune and Inflammatory Response
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;Microglial_Activation;Microglial_activation;contributes_to;Neurotoxicity;image_26;LLM;microglial activation neurotoxicity;Immune and Inflammatory Response
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;Astrocyte_Activation;SARS-CoV-2_Spike_Protein;triggers;Astrocyte_activation;image_26;LLM;sars cov 2 spike protein astrocyte activation;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;Astrocyte_Activation;Astrocyte_activation;leads_to;Inflammation;image_26;LLM;astrocyte activation inflammation;Immune and Inflammatory Response
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;Immune_Response;SARS-CoV-2_Spike_Protein;engages;Lymphocytes;image_26;LLM;sars cov 2 spike protein lymphocytes;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02696-0/MediaObjects/12035_2021_2696_Fig1_HTML.png;Immune_Response;Immune_response;causes;Inflammation;image_26;LLM;immune response inflammation;Immune and Inflammatory Response
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs13577-023-00988-2/MediaObjects/13577_2023_988_Fig1_HTML.png;α-Synuclein_Aggregation;Soluble_α-Synuclein;docks_to;Receptor_Binding_Domain;image_27;LLM;soluble α synuclein receptor binding domain;Neurodegenerative Mechanisms
https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs13577-023-00988-2/MediaObjects/13577_2023_988_Fig1_HTML.png;α-Synuclein_Aggregation;Docking_of_α-Synuclein;leads_to;α-Synuclein_Aggregation;image_27;LLM;docking of α synuclein α synuclein aggregation;Neurodegenerative Mechanisms
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;Blood_Coagulation;SARS-CoV-2;causes;blood_coagulation;image_28;LLM;sars cov 2 blood coagulation;Immune and Inflammatory Response
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;Blood_Coagulation;Blood_coagulation;leads_to;ischemic_stroke;image_28;LLM;blood coagulation ischemic stroke;Vascular Effects
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;Inflammation;SARS-CoV-2;induces;inflammation;image_28;LLM;sars cov 2 inflammation;Systemic Cross-Organ Effects
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;Inflammation;Inflammation;causes;encephalitis;image_28;LLM;inflammation encephalitis;Immune and Inflammatory Response
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;Inflammation;Inflammation;leads_to;seizures;image_28;LLM;inflammation seizures;Viral Entry and Neuroinvasion
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;Inflammation;Inflammation;results_in;encephalopathy;image_28;LLM;inflammation encephalopathy;Immune and Inflammatory Response
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;Endothelial_Cell_Damage;SARS-CoV-2;causes;endothelial_cell_damage;image_28;LLM;sars cov 2 endothelial cell damage;Systemic Cross-Organ Effects
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;Endothelial_Cell_Damage;Endothelial_cell_damage;leads_to;blood_coagulation;image_28;LLM;endothelial cell damage blood coagulation;Vascular Effects
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;Vasoconstriction;SARS-CoV-2;induces;vasoconstriction;image_28;LLM;sars cov 2 vasoconstriction;Systemic Cross-Organ Effects
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;Vasoconstriction;Vasoconstriction;causes;hypertension;image_28;LLM;vasoconstriction hypertension;Vascular Effects
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;Hypertension;Hypertension;leads_to;cerebral_hemorrhage;image_28;LLM;hypertension cerebral hemorrhage;Vascular Effects
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;Hypoxia;SARS-CoV-2;causes;hypoxia;image_28;LLM;sars cov 2 hypoxia;Systemic Cross-Organ Effects
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;Hypoxia;Hypoxia;leads_to;systemic_inflammation;image_28;LLM;hypoxia systemic inflammation;Systemic Cross-Organ Effects
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;Systemic_Inflammation;Systemic_inflammation;causes;encephalopathy;image_28;LLM;systemic inflammation encephalopathy;Immune and Inflammatory Response
https://www.mdpi.com/ijms/ijms-22-04081/article_deploy/html/images/ijms-22-04081-g002.png;Systemic_Inflammation;Systemic_inflammation;leads_to;ischemic_stroke;image_28;LLM;systemic inflammation ischemic stroke;Vascular Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png;MIA_Stress_Anxiety_Depression;COVID-19;causes;MIA_Stress_Anxiety_Depression;image_29;LLM;covid 19 mia stress anxiety depression;Psychological and Neurological Symptoms
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png;Placental_Transfer;SARS-CoV-2;crosses;placental_barrier;image_29;LLM;sars cov 2 placental barrier;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png;Neuroinflammation;Inflammatory_cytokines;affect;neuron;image_29;LLM;inflammatory cytokines neuron;Immune and Inflammatory Response
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png;Astroglia_Activation;SARS-CoV-2;activates;astroglia;image_29;LLM;sars cov 2 astroglia;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png;Microglia_Activation;Inflammatory_cytokines;activate;microglia;image_29;LLM;inflammatory cytokines microglia;Immune and Inflammatory Response
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png;Oligodendroglia_Damage;SARS-CoV-2;damages;oligodendroglia;image_29;LLM;sars cov 2 oligodendroglia;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png;Demyelination;Oligodendroglia_damage;leads_to;demyelination;image_29;LLM;oligodendroglia damage demyelination;Vascular Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41398-022-01985-z/MediaObjects/41398_2022_1985_Fig1_HTML.png;Blood-Brain_Barrier_Disruption;SARS-CoV-2;disrupts;blood-brain_barrier;image_29;LLM;sars cov 2 blood brain barrier;Systemic Cross-Organ Effects
https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg;Impaired_BBB;SARS-CoV-2;impairs;blood_brain_barrier;image_30;LLM;sars cov 2 blood brain barrier;Systemic Cross-Organ Effects
https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg;Neuroinflammation;SARS-CoV-2;triggers;neuroinflammation;image_30;LLM;sars cov 2 neuroinflammation;Systemic Cross-Organ Effects
https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg;Impaired_neural-microglia_communication;SARS-CoV-2;impairs;neural-microglia_communication;image_30;LLM;sars cov 2 neural microglia communication;Immune and Inflammatory Response
https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg;Infiltration_of_inflammatory_cytokines/chemokines;SARS-CoV-2;causes;infiltration_of_inflammatory_cytokines/chemokines;image_30;LLM;sars cov 2 infiltration of inflammatory cytokines/chemokines;Systemic Cross-Organ Effects
https://www.frontiersin.org/files/Articles/577780/fnins-14-577780-HTML/image_m/fnins-14-577780-g001.jpg;Virus_replication;SARS-CoV-2;replicates_in;neurons_and_microglia;image_30;LLM;sars cov 2 neurons and microglia;Immune and Inflammatory Response
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png;Endotheliitis;SARS-CoV-2_infection;causes;endotheliitis;image_31;LLM;sars cov 2 infection endotheliitis;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png;Stasis;SARS-CoV-2_infection;leads_to;stasis;image_31;LLM;sars cov 2 infection stasis;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png;DIC;SARS-CoV-2_infection;induces;DIC;image_31;LLM;sars cov 2 infection dic;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png;Capillary_Thrombosis;SARS-CoV-2_infection;results_in;capillary_thrombosis;image_31;LLM;sars cov 2 infection capillary thrombosis;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png;Pericyte_Damage;SARS-CoV-2_infection;causes;pericyte_damage;image_31;LLM;sars cov 2 infection pericyte damage;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png;Impaired_Neurovascular_Coupling;SARS-CoV-2_infection;leads_to;impaired_neurovascular_coupling;image_31;LLM;sars cov 2 infection impaired neurovascular coupling;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png;BBB_Leakage;SARS-CoV-2_infection;causes;BBB_leakage;image_31;LLM;sars cov 2 infection bbb leakage;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png;Inflammation;SARS-CoV-2_infection;triggers;inflammation;image_31;LLM;sars cov 2 infection inflammation;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png;Arteriolar_Thrombosis;SARS-CoV-2_infection;results_in;arteriolar_thrombosis;image_31;LLM;sars cov 2 infection arteriolar thrombosis;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png;Cerebral_Artery_Atheroma;SARS-CoV-2_infection;leads_to;cerebral_artery_atheroma;image_31;LLM;sars cov 2 infection cerebral artery atheroma;Systemic Cross-Organ Effects
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13195-020-00744-w/MediaObjects/13195_2020_744_Fig1_HTML.png;Cerebral_Artery_Thrombosis;SARS-CoV-2_infection;causes;cerebral_artery_thrombosis;image_31;LLM;sars cov 2 infection cerebral artery thrombosis;Systemic Cross-Organ Effects
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Activation_of_dendritic_cell;SARS-CoV-2;causes;activation_of_dendritic_cell;image_32;LLM;sars cov 2 activation of dendritic cell;Systemic Cross-Organ Effects
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Activation_of_dendritic_cell;Dendritic_cell;produces;activin-A;image_32;LLM;dendritic cell activin a;Immune and Inflammatory Response
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Activation_of_dendritic_cell;Dendritic_cell;activates;Tfh_cell;image_32;LLM;dendritic cell tfh cell;Immune and Inflammatory Response
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Activation_of_dendritic_cell;Dendritic_cell;releases;pro-inflammatory_cytokines;image_32;LLM;dendritic cell pro inflammatory cytokines;Immune and Inflammatory Response
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Hyperactivation_of_Th1;SARS-CoV-2;causes;hyperactivation_of_Th1;image_32;LLM;sars cov 2 hyperactivation of th1;Systemic Cross-Organ Effects
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Hyperactivation_of_Th1;Th1;produces;IL-2;image_32;LLM;th1 il 2;Immune and Inflammatory Response
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Hyperactivation_of_Th1;Th1;produces;IFN-γ;image_32;LLM;th1 ifn γ;Viral Entry and Neuroinvasion
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Hyperactivation_of_Th1;Th1;leads_to;interferon_antibody;image_32;LLM;th1 interferon antibody;Immune and Inflammatory Response
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Hyperactivation_of_Th17;SARS-CoV-2;causes;hyperactivation_of_Th17;image_32;LLM;sars cov 2 hyperactivation of th17;Systemic Cross-Organ Effects
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Hyperactivation_of_Th17;Th17;produces;IL-17A;image_32;LLM;th17 il 17a;Immune and Inflammatory Response
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Hyperactivation_of_Th17;Th17;produces;IL-22;image_32;LLM;th17 il 22;Immune and Inflammatory Response
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Hyperactivation_of_Th17;Th17;produces;IL-23;image_32;LLM;th17 il 23;Immune and Inflammatory Response
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Hyperactivation_of_Th17;Th17;leads_to;inflammation;image_32;LLM;th17 inflammation;Immune and Inflammatory Response
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Dysregulation_of_regulatory_T_cell;SARS-CoV-2;causes;dysregulation_of_regulatory_T_cell;image_32;LLM;sars cov 2 dysregulation of regulatory t cell;Systemic Cross-Organ Effects
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Dysregulation_of_regulatory_T_cell;Regulatory_T_cell;produces_less;IL-10;image_32;LLM;regulatory t cell il 10;Immune and Inflammatory Response
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Dysregulation_of_regulatory_T_cell;Regulatory_T_cell;produces_less;TGF-β;image_32;LLM;regulatory t cell tgf β;Viral Entry and Neuroinvasion
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Dysregulation_of_regulatory_T_cell;Dysregulation_of_regulatory_T_cell;leads_to;dysregulation_of_immune_system;image_32;LLM;dysregulation of regulatory t cell dysregulation of immune system;Immune and Inflammatory Response
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Increased_NKT_cell_formation;SARS-CoV-2;causes;increased_NKT_cell_formation;image_32;LLM;sars cov 2 increased nkt cell formation;Systemic Cross-Organ Effects
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Increased_NKT_cell_formation;NKT_cell;produces;autoreactive_antibodies;image_32;LLM;nkt cell autoreactive antibodies;Immune and Inflammatory Response
https://www.mdpi.com/viruses/viruses-15-00400/article_deploy/html/images/viruses-15-00400-g005.png;Increased_NKT_cell_formation;NKT_cell;leads_to;autoimmune_reactivity;image_32;LLM;nkt cell autoimmune reactivity;Immune and Inflammatory Response
